country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,region,subregion,landAreaKm,density,co2_per_landmass
Austria,2006,AUT,8267771.0,323263922176.0,1.954,0.236,76.806,75.561,-1.685,-2.182,9.139,0.234,0.18,9.29,0.238,0.183,17.865,2.161,110.087,13.315,0.341,113.021,4551.418,4759.937,2531.04,2.41,484.619,236.841,1401.852,18.477,50888.199,1.302,0.18,0.022,17.497,2.116,10.656,9.91,-1.246,-0.151,8.49,1.027,3.96,0.479,38.132,4.612,0.142,1.177,420.732,0.186,0.251,0.212,0.147,0.476,0.375,0.253,0.429,0.019,0.317,0.035,0.326,Europe,Western Europe,82520.0,108.5671,0.0009307561803199224
Austria,2007,AUT,8294720.0,336315973632.0,2.131,0.257,74.107,73.374,-2.187,-2.894,8.846,0.218,0.178,8.934,0.22,0.18,17.455,2.104,105.599,12.731,0.314,115.152,4625.525,4833.311,2548.495,2.595,501.114,236.108,1438.475,19.694,49646.852,1.224,0.185,0.022,16.495,1.989,10.255,9.511,-0.733,-0.088,8.33,1.004,3.87,0.467,36.624,4.415,0.147,1.217,411.807,0.189,0.235,0.204,0.137,0.463,0.371,0.252,0.423,0.02,0.316,0.035,0.326,Europe,Western Europe,82520.0,108.5671,0.0008980489578284053
Austria,2008,AUT,8321134.0,342890905600.0,2.133,0.256,73.482,73.152,-0.222,-0.302,8.791,0.213,0.174,8.831,0.214,0.175,17.028,2.046,103.654,12.457,0.302,117.285,4699.007,4906.463,2565.524,2.757,518.55,235.778,1473.956,20.935,50449.945,1.224,0.162,0.02,17.436,2.095,10.169,9.429,-0.33,-0.04,8.25,0.991,4.0,0.481,35.481,4.264,0.149,1.242,419.801,0.186,0.229,0.199,0.129,0.451,0.368,0.251,0.417,0.021,0.315,0.035,0.325,Europe,Western Europe,82520.0,108.5671,0.0008904750363548231
Austria,2009,AUT,8342939.0,331192238080.0,1.799,0.216,67.299,66.236,-6.916,-9.454,7.939,0.2,0.163,8.067,0.203,0.165,12.833,1.538,95.269,11.419,0.288,119.083,4766.306,4972.699,2578.357,2.962,535.586,234.716,1508.372,21.946,48756.793,1.228,0.205,0.025,17.036,2.042,9.314,8.576,-1.063,-0.127,8.07,0.967,3.77,0.452,34.416,4.125,0.121,1.011,406.775,0.153,0.213,0.181,0.099,0.438,0.364,0.25,0.41,0.022,0.315,0.034,0.325,Europe,Western Europe,82520.0,108.5671,0.0008155477460009696
Austria,2010,AUT,8362829.0,338927091712.0,1.622,0.194,72.006,70.687,4.451,6.72,8.453,0.209,0.168,8.61,0.212,0.171,15.501,1.854,101.243,12.106,0.299,120.705,4838.312,5043.386,2593.858,3.145,554.366,233.397,1543.17,23.068,50231.039,1.239,0.184,0.022,18.779,2.246,9.986,9.248,-1.319,-0.158,8.11,0.97,3.78,0.452,34.798,4.161,0.134,1.122,420.074,0.129,0.216,0.185,0.111,0.424,0.36,0.248,0.404,0.022,0.314,0.034,0.325,Europe,Western Europe,82520.0,108.5671,0.0008725884634028114
Austria,2011,AUT,8391201.0,349843128320.0,1.666,0.199,69.893,68.684,-2.003,-2.834,8.185,0.196,0.175,8.329,0.2,0.178,15.819,1.885,103.163,12.294,0.295,122.371,4908.206,5112.07,2609.677,3.325,572.097,232.188,1576.455,24.281,46876.914,1.124,0.18,0.021,17.731,2.113,9.716,8.874,-1.209,-0.144,7.92,0.944,3.78,0.45,33.285,3.967,0.144,1.212,393.354,0.123,0.203,0.174,0.107,0.411,0.356,0.247,0.397,0.023,0.313,0.033,0.324,Europe,Western Europe,82520.0,108.5671,0.0008469825496849249
Austria,2012,AUT,8429641.0,352450904064.0,1.673,0.198,67.266,65.764,-2.92,-4.252,7.801,0.187,0.159,7.98,0.191,0.162,14.687,1.742,99.625,11.818,0.283,124.044,4975.471,5177.834,2624.364,3.509,589.043,230.685,1609.097,25.415,49127.07,1.175,0.184,0.022,16.946,2.01,9.292,8.454,-1.502,-0.178,7.77,0.922,3.83,0.454,32.642,3.872,0.135,1.134,414.124,0.121,0.192,0.165,0.098,0.398,0.352,0.245,0.391,0.024,0.311,0.033,0.323,Europe,Western Europe,82520.0,108.5671,0.0008151478429471644
Austria,2013,AUT,8479542.0,352913752064.0,1.656,0.195,67.759,66.587,0.823,1.252,7.853,0.189,0.162,7.991,0.192,0.165,14.96,1.764,94.885,11.19,0.269,125.7,5043.23,5244.421,2639.324,3.7,605.375,229.513,1642.558,26.574,48505.23,1.165,0.191,0.023,16.332,1.926,9.301,8.467,-1.172,-0.138,7.63,0.9,3.85,0.454,33.461,3.946,0.137,1.159,411.302,0.115,0.192,0.167,0.1,0.385,0.348,0.244,0.384,0.024,0.309,0.032,0.322,Europe,Western Europe,82520.0,108.5671,0.0008211221522055259
Austria,2014,AUT,8546066.0,355364634624.0,1.639,0.192,64.16,62.841,-3.746,-5.626,7.353,0.177,0.159,7.508,0.181,0.163,13.802,1.615,95.766,11.206,0.269,127.339,5107.391,5307.262,2653.127,3.868,620.322,228.194,1674.982,27.753,46200.031,1.111,0.169,0.02,14.947,1.749,8.794,7.966,-1.319,-0.154,7.44,0.871,3.93,0.46,32.424,3.794,0.138,1.18,394.829,0.109,0.18,0.155,0.092,0.373,0.344,0.242,0.378,0.025,0.306,0.032,0.321,Europe,Western Europe,82520.0,108.5671,0.0007775084827920504
Austria,2015,AUT,8642422.0,358988120064.0,1.701,0.197,66.349,64.48,1.639,2.609,7.461,0.18,0.163,7.677,0.185,0.168,14.373,1.663,89.202,10.321,0.248,129.04,5173.74,5371.742,2667.5,4.03,636.289,226.325,1707.981,28.9,45737.727,1.101,0.162,0.019,15.967,1.848,8.833,8.015,-1.869,-0.216,7.39,0.855,3.95,0.457,32.999,3.818,0.133,1.147,395.285,0.118,0.187,0.157,0.098,0.363,0.341,0.241,0.372,0.025,0.304,0.032,0.32,Europe,Western Europe,82520.0,108.5671,0.0008040353853611247
Austria,2016,AUT,8736491.0,364218286080.0,1.729,0.198,67.211,64.939,0.459,0.712,7.433,0.178,0.159,7.693,0.185,0.165,13.335,1.526,92.687,10.609,0.254,130.769,5240.95,5436.681,2680.834,4.161,653.026,224.054,1742.09,30.069,46760.215,1.122,0.131,0.015,16.737,1.916,8.783,7.967,-2.272,-0.26,7.31,0.837,3.96,0.453,34.11,3.904,0.134,1.169,408.52,0.116,0.189,0.162,0.093,0.353,0.337,0.239,0.367,0.025,0.302,0.031,0.319,Europe,Western Europe,82520.0,108.5671,0.0008144813378574891
Austria,2017,AUT,8797497.0,373237972992.0,1.71,0.194,69.593,67.358,2.419,3.725,7.656,0.18,0.161,7.911,0.186,0.167,14.023,1.594,92.002,10.458,0.246,132.48,5310.543,5504.039,2694.857,4.299,671.001,221.819,1776.637,31.269,47471.293,1.119,0.138,0.016,17.975,2.043,8.94,8.131,-2.235,-0.254,7.27,0.826,3.89,0.442,34.546,3.927,0.136,1.2,417.629,0.113,0.193,0.167,0.097,0.343,0.334,0.238,0.361,0.026,0.3,0.031,0.318,Europe,Western Europe,82520.0,108.5671,0.0008433470673776055
Austria,2018,AUT,8840518.0,382269456384.0,1.827,0.207,66.557,64.469,-2.889,-4.289,7.292,0.169,0.158,7.529,0.174,0.163,12.295,1.391,91.357,10.334,0.239,134.306,5377.1,5568.507,2707.153,4.427,688.02,219.73,1810.722,32.472,46131.66,1.067,0.127,0.014,17.019,1.925,8.533,7.728,-2.088,-0.236,7.04,0.796,3.83,0.433,34.085,3.856,0.136,1.203,407.828,0.116,0.181,0.157,0.083,0.335,0.33,0.237,0.356,0.026,0.298,0.03,0.318,Europe,Western Europe,82520.0,108.5671,0.0008065559864275328
Belarus,1990,BLR,10428527.0,116974870528.0,0.985,0.094,108.345,117.065,-0.692,-0.587,11.225,1.001,0.251,10.389,0.926,0.233,10.192,0.977,61.319,5.88,0.524,35.628,3046.335,6889.21,408.37,9.946,302.986,4037.251,2285.778,3.628,44682.484,3.984,0.007,0.001,26.589,2.55,13.22,10.045,8.72,0.836,20.55,1.971,17.51,1.679,66.944,6.419,0.348,3.628,465.973,0.199,0.476,0.424,0.117,0.291,0.377,0.495,0.093,0.122,0.383,0.686,0.849,Europe,Eastern Europe,202980.0,46.794,0.0005337718001773574
Belarus,1991,BLR,10457619.0,114005491712.0,0.947,0.091,104.072,104.475,-12.591,-10.755,9.99,0.916,0.225,9.952,0.913,0.224,9.872,0.944,66.655,6.374,0.585,36.575,3150.407,6993.685,418.242,9.952,328.37,4037.655,2350.327,6.941,44456.223,4.078,0.007,0.001,25.384,2.427,12.7,9.535,0.403,0.039,20.13,1.925,16.49,1.577,64.549,6.172,0.317,3.313,464.906,0.186,0.448,0.373,0.115,0.287,0.379,0.492,0.094,0.118,0.395,0.68,0.843,Europe,Eastern Europe,202980.0,46.794,0.0005127204650704503
Belarus,1992,BLR,10475912.0,101880774656.0,0.908,0.087,93.483,94.985,-9.489,-9.083,9.067,0.932,0.236,8.924,0.918,0.232,8.734,0.834,44.974,4.293,0.441,37.483,3243.89,7088.67,426.976,9.959,361.461,4039.157,2398.043,9.968,38484.066,3.957,0.007,0.001,33.09,3.159,11.365,8.218,1.502,0.143,18.01,1.719,13.09,1.25,47.716,4.555,0.289,3.027,403.156,0.172,0.414,0.346,0.104,0.282,0.38,0.49,0.094,0.114,0.415,0.675,0.833,Europe,Eastern Europe,202980.0,46.794,0.0004605527638190955
Belarus,1993,BLR,10480485.0,93050200064.0,0.854,0.081,80.562,85.142,-9.843,-10.363,8.124,0.915,0.253,7.687,0.866,0.239,7.663,0.731,37.89,3.615,0.407,38.337,3324.452,7173.812,434.638,9.966,391.51,4043.737,2437.495,12.505,32165.705,3.623,0.007,0.001,30.05,2.867,10.14,6.994,4.58,0.437,17.1,1.632,12.77,1.218,39.451,3.764,0.242,2.537,337.112,0.155,0.353,0.307,0.09,0.277,0.379,0.486,0.094,0.111,0.43,0.67,0.82,Europe,Eastern Europe,202980.0,46.794,0.00039689624593556015
Belarus,1994,BLR,10475397.0,81212694528.0,0.63,0.06,67.879,80.227,-4.915,-5.772,7.659,0.988,0.285,6.48,0.836,0.241,6.312,0.603,29.979,2.862,0.369,38.967,3392.332,7254.039,440.95,9.973,418.276,4056.085,2470.077,14.089,26902.42,3.47,0.007,0.001,26.765,2.555,8.887,5.74,12.348,1.179,16.26,1.552,12.06,1.151,32.582,3.11,0.151,1.584,281.814,0.107,0.296,0.284,0.074,0.27,0.377,0.482,0.093,0.108,0.44,0.666,0.806,Europe,Eastern Europe,202980.0,46.794,0.0003344122573652577
Belarus,1995,BLR,10461694.0,71373348864.0,0.563,0.054,60.906,67.611,-12.616,-15.726,6.463,0.947,0.27,5.822,0.853,0.243,5.889,0.563,34.709,3.318,0.486,39.53,3453.237,7321.649,446.839,9.979,442.616,4062.79,2498.684,15.589,23964.195,3.513,0.006,0.001,24.34,2.327,8.121,4.98,6.705,0.641,15.44,1.476,11.92,1.139,28.607,2.734,0.143,1.5,250.706,0.09,0.26,0.235,0.067,0.263,0.374,0.478,0.093,0.106,0.445,0.662,0.791,Europe,Eastern Europe,202980.0,46.794,0.00030005911912503696
Belarus,1996,BLR,10436455.0,72504139776.0,0.637,0.061,61.735,66.205,-1.406,-2.079,6.344,0.913,0.257,5.915,0.851,0.24,5.843,0.56,47.896,4.589,0.661,40.167,3514.972,7387.854,452.683,9.985,468.846,4067.26,2526.196,17.096,24638.461,3.547,0.006,0.001,26.23,2.513,8.215,5.071,4.47,0.428,15.19,1.455,11.94,1.144,27.511,2.636,0.144,1.507,257.138,0.1,0.256,0.225,0.065,0.256,0.371,0.473,0.092,0.103,0.452,0.657,0.776,Europe,Eastern Europe,202980.0,46.794,0.00030414326534633956
Belarus,1997,BLR,10400926.0,79868108800.0,0.825,0.079,61.588,66.058,-0.146,-0.221,6.351,0.827,0.254,5.921,0.771,0.237,5.03,0.484,45.004,4.327,0.563,40.992,3576.56,7453.913,457.713,9.991,499.059,4071.73,2549.924,18.88,25007.492,3.257,0.006,0.001,30.213,2.905,8.278,5.127,4.47,0.43,14.97,1.439,11.98,1.152,23.729,2.281,0.172,1.784,260.101,0.125,0.253,0.21,0.056,0.251,0.368,0.468,0.092,0.1,0.461,0.65,0.76,Europe,Eastern Europe,202980.0,46.794,0.0003034190560646369
Belarus,1998,BLR,10357472.0,85602467840.0,0.914,0.088,60.073,68.427,2.369,3.586,6.607,0.799,0.269,5.8,0.702,0.236,4.777,0.461,71.127,6.867,0.831,41.906,3636.634,7522.34,462.49,9.998,528.654,4080.084,2572.945,20.641,24557.223,2.971,0.006,0.001,29.595,2.857,8.113,4.956,8.354,0.807,14.91,1.44,11.9,1.149,23.02,2.223,0.17,1.761,254.351,0.139,0.248,0.23,0.055,0.246,0.365,0.463,0.091,0.098,0.469,0.646,0.745,Europe,Eastern Europe,202980.0,46.794,0.00029595526652872203
Belarus,1999,BLR,10308281.0,87455039488.0,0.885,0.086,57.966,65.037,-3.39,-4.955,6.309,0.744,0.263,5.623,0.663,0.234,4.112,0.399,67.773,6.575,0.775,42.791,3694.599,7587.377,466.602,10.004,559.347,4087.156,2593.768,22.087,24001.736,2.829,0.006,0.001,30.693,2.977,7.908,4.754,7.072,0.686,14.75,1.431,11.86,1.151,20.823,2.02,0.14,1.446,247.417,0.128,0.234,0.215,0.046,0.242,0.362,0.459,0.09,0.096,0.477,0.641,0.73,Europe,Eastern Europe,202980.0,46.794,0.00028557493349098435
Belarus,2000,BLR,10256489.0,91419115520.0,0.862,0.084,54.906,51.755,-13.282,-20.422,5.046,0.566,0.203,5.353,0.601,0.215,4.198,0.409,41.97,4.092,0.459,43.653,3749.505,7639.132,470.8,10.01,590.684,4084.004,2610.977,23.38,24868.186,2.79,0.006,0.001,31.337,3.055,7.693,4.523,-3.151,-0.307,14.34,1.398,11.62,1.133,17.209,1.678,0.126,1.293,255.06,0.119,0.216,0.169,0.046,0.237,0.358,0.454,0.09,0.094,0.484,0.636,0.714,Europe,Eastern Europe,202980.0,46.794,0.0002704995566065622
Belarus,2001,BLR,10201212.0,94624129024.0,0.822,0.081,54.003,48.36,-3.395,-6.559,4.741,0.511,0.195,5.294,0.571,0.218,3.735,0.366,39.183,3.841,0.414,44.475,3803.508,7687.493,474.535,10.017,622.332,4078.362,2627.417,24.732,24306.926,2.62,0.006,0.001,31.648,3.102,7.608,5.197,-5.643,-0.553,14.1,1.382,11.63,1.14,16.439,1.612,0.133,1.352,247.96,0.109,0.21,0.159,0.04,0.232,0.355,0.448,0.089,0.091,0.491,0.63,0.699,Europe,Eastern Europe,202980.0,46.794,0.00026605084244753175
Belarus,2002,BLR,10135391.0,98263244800.0,0.982,0.097,53.844,47.835,-0.525,-1.086,4.72,0.487,0.186,5.312,0.548,0.21,3.227,0.318,39.16,3.864,0.399,45.457,3857.353,7735.328,477.762,10.023,654.331,4072.353,2643.546,26.233,25309.945,2.611,0.006,0.001,31.999,3.157,7.6,5.183,-6.009,-0.593,13.95,1.376,11.36,1.121,16.129,1.591,0.148,1.5,256.526,0.123,0.205,0.152,0.033,0.228,0.351,0.443,0.088,0.089,0.497,0.624,0.684,Europe,Eastern Europe,202980.0,46.794,0.0002652675140407922
Belarus,2003,BLR,10065881.0,103937826816.0,1.164,0.116,55.088,49.226,1.39,2.907,4.89,0.474,0.193,5.473,0.53,0.216,3.142,0.312,40.6,4.033,0.391,46.621,3912.44,7784.553,480.904,10.03,687.931,4066.49,2659.091,27.864,25292.016,2.449,0.006,0.001,33.6,3.338,7.77,5.327,-5.862,-0.582,14.01,1.392,11.57,1.149,15.545,1.544,0.162,1.631,254.586,0.137,0.199,0.148,0.03,0.224,0.348,0.438,0.087,0.087,0.503,0.618,0.67,Europe,Eastern Europe,202980.0,46.794,0.0002713961966696226
Belarus,2004,BLR,9999713.0,114486460416.0,1.301,0.13,58.254,53.38,4.155,8.44,5.338,0.466,0.187,5.826,0.509,0.204,2.97,0.297,41.771,4.177,0.365,47.921,3970.694,7837.934,483.874,10.036,724.285,4061.617,2674.964,29.613,28508.881,2.49,0.007,0.001,36.354,3.635,8.22,5.744,-4.873,-0.487,14.4,1.44,11.76,1.176,15.873,1.587,0.175,1.749,285.081,0.143,0.203,0.157,0.027,0.221,0.344,0.432,0.086,0.084,0.51,0.612,0.655,Europe,Eastern Europe,202980.0,46.794,0.0002869937924918711
Belarus,2005,BLR,9935166.0,123858051072.0,1.466,0.148,59.31,56.562,3.182,5.961,5.693,0.457,0.199,5.97,0.479,0.209,2.963,0.298,43.001,4.328,0.347,49.388,4030.004,7894.496,486.837,10.043,761.261,4058.869,2690.921,31.554,28600.461,2.294,0.007,0.001,36.976,3.722,8.361,5.866,-2.748,-0.277,14.16,1.425,12.12,1.22,15.957,1.606,0.195,1.941,284.15,0.152,0.2,0.165,0.026,0.218,0.34,0.427,0.084,0.082,0.516,0.607,0.642,Europe,Eastern Europe,202980.0,46.794,0.0002921962754951227
Belarus,2006,BLR,9874700.0,134674022400.0,1.572,0.159,61.744,57.127,0.565,0.998,5.785,0.424,0.189,6.253,0.458,0.204,2.892,0.293,46.889,4.748,0.348,50.959,4091.748,7951.623,489.728,10.049,798.681,4054.252,2708.861,33.468,30598.041,2.244,0.007,0.001,37.419,3.789,8.74,6.229,-4.617,-0.468,14.57,1.475,12.63,1.279,17.94,1.817,0.194,1.914,302.146,0.149,0.202,0.16,0.024,0.215,0.337,0.422,0.083,0.08,0.522,0.602,0.629,Europe,Eastern Europe,202980.0,46.794,0.00030418760469011724
Belarus,2007,BLR,9825990.0,144615653376.0,1.617,0.165,60.218,57.727,0.6,1.05,5.875,0.399,0.196,6.128,0.416,0.204,2.793,0.284,49.34,5.021,0.341,52.576,4151.966,8009.35,492.521,10.056,836.549,4051.761,2724.869,35.395,29999.41,2.038,0.007,0.001,37.868,3.854,8.66,6.129,-2.492,-0.254,14.95,1.521,12.46,1.268,16.007,1.629,0.196,1.927,294.774,0.143,0.191,0.161,0.022,0.211,0.333,0.417,0.082,0.078,0.527,0.598,0.617,Europe,Eastern Europe,202980.0,46.794,0.00029666962262291856
Belarus,2008,BLR,9787829.0,157577084928.0,1.808,0.185,62.836,61.517,3.791,6.567,6.285,0.39,0.206,6.42,0.399,0.21,2.628,0.268,52.09,5.322,0.331,54.384,4214.802,8070.867,495.149,10.063,875.183,4050.442,2742.78,37.243,30513.4,1.895,0.007,0.001,38.635,3.947,9.128,6.574,-1.319,-0.135,15.78,1.612,12.99,1.327,17.911,1.83,0.189,1.848,298.66,0.158,0.196,0.167,0.02,0.209,0.33,0.413,0.08,0.075,0.532,0.594,0.605,Europe,Eastern Europe,202980.0,46.794,0.00030956744506847964
Belarus,2009,BLR,9757710.0,156010315776.0,1.874,0.192,60.578,58.16,-3.358,-5.458,5.96,0.373,0.206,6.208,0.388,0.214,2.677,0.274,56.4,5.78,0.362,56.258,4275.38,8129.026,497.826,10.069,907.003,4048.024,2765.265,38.958,28957.873,1.811,0.006,0.001,31.82,3.261,8.856,6.289,-2.418,-0.248,15.84,1.623,13.13,1.346,22.486,2.304,0.176,1.715,282.563,0.159,0.192,0.159,0.021,0.207,0.326,0.408,0.079,0.073,0.533,0.589,0.596,Europe,Eastern Europe,202980.0,46.794,0.000298443196374027
Belarus,2010,BLR,9731426.0,166239846400.0,1.97,0.202,62.445,60.064,1.904,3.274,6.172,0.361,0.196,6.417,0.376,0.204,2.901,0.298,61.695,6.34,0.371,58.228,4337.825,8189.09,500.727,10.075,946.556,4045.642,2781.592,40.647,31470.039,1.842,0.006,0.001,39.553,4.064,9.354,6.781,-2.382,-0.245,16.3,1.675,13.03,1.339,16.326,1.678,0.174,1.689,306.248,0.157,0.187,0.157,0.021,0.205,0.323,0.403,0.078,0.071,0.537,0.584,0.585,Europe,Eastern Europe,202980.0,46.794,0.0003076411469110257
Belarus,2011,BLR,9706983.0,173124534272.0,1.966,0.203,61.308,57.424,-2.64,-4.395,5.916,0.332,0.191,6.316,0.354,0.204,2.975,0.306,51.055,5.26,0.295,60.194,4399.133,8246.514,503.702,10.082,983.934,4041.759,2799.012,42.209,30981.086,1.737,0.006,0.001,37.378,3.851,9.076,7.385,-3.884,-0.4,15.99,1.647,13.53,1.394,17.421,1.795,0.161,1.562,300.733,0.146,0.178,0.146,0.02,0.202,0.319,0.398,0.077,0.07,0.538,0.58,0.575,Europe,Eastern Europe,202980.0,46.794,0.00030203960981377477
Belarus,2012,BLR,9693754.0,176014524416.0,2.189,0.226,62.545,58.368,0.945,1.645,6.021,0.332,0.179,6.452,0.355,0.192,5.004,0.516,63.586,6.559,0.361,62.384,4461.678,8304.882,508.706,10.088,1020.75,4037.581,2816.101,43.649,33557.434,1.848,0.006,0.001,36.817,3.798,9.246,7.556,-4.177,-0.431,16.27,1.678,13.41,1.383,17.089,1.763,0.149,1.441,325.298,0.158,0.179,0.147,0.034,0.2,0.316,0.394,0.076,0.068,0.539,0.575,0.565,Europe,Eastern Europe,202980.0,46.794,0.00030813380628633364
Belarus,2013,BLR,9691143.0,177742299136.0,2.37,0.245,64.126,61.121,2.753,4.716,6.307,0.344,0.207,6.617,0.361,0.218,4.838,0.499,66.333,6.845,0.373,64.754,4525.804,8366.003,513.544,10.094,1057.65,4034.577,2834.805,44.957,30421.854,1.659,0.006,0.001,36.9,3.808,9.298,7.607,-3.004,-0.31,16.92,1.746,13.15,1.357,18.704,1.93,0.135,1.307,294.823,0.164,0.182,0.153,0.032,0.198,0.313,0.389,0.075,0.066,0.54,0.571,0.556,Europe,Eastern Europe,202980.0,46.794,0.00031592275100995177
Belarus,2014,BLR,9693741.0,180852932608.0,2.653,0.274,63.649,59.728,-1.393,-2.279,6.162,0.33,0.203,6.566,0.352,0.216,4.634,0.478,62.973,6.496,0.348,67.407,4589.452,8425.731,518.178,10.1,1094.244,4030.656,2853.189,46.334,30426.229,1.631,0.006,0.001,36.594,3.775,9.211,7.523,-3.92,-0.404,17.02,1.756,12.76,1.316,18.384,1.896,0.142,1.378,294.944,0.177,0.179,0.147,0.031,0.198,0.309,0.385,0.074,0.065,0.54,0.566,0.547,Europe,Eastern Europe,202980.0,46.794,0.000313572765789733
Belarus,2015,BLR,9700609.0,173928284160.0,2.269,0.234,58.799,55.172,-4.557,-7.629,5.687,0.317,0.207,6.061,0.338,0.22,4.094,0.422,60.022,6.187,0.345,69.676,4648.251,8480.903,522.272,10.106,1128.2,4027.029,2870.367,47.629,27527.162,1.535,0.006,0.001,33.957,3.5,8.736,7.045,-3.627,-0.374,17.24,1.777,12.62,1.301,17.178,1.771,0.133,1.295,267.03,0.157,0.165,0.135,0.028,0.196,0.306,0.38,0.073,0.063,0.539,0.562,0.538,Europe,Eastern Europe,202980.0,46.794,0.00028967878608729923
Belarus,2016,BLR,9708111.0,168715976704.0,2.206,0.227,58.134,55.13,-0.042,-0.075,5.679,0.327,0.202,5.988,0.345,0.213,3.692,0.38,58.705,6.047,0.348,71.882,4706.386,8536.033,525.964,10.112,1162.085,4024.025,2887.68,48.662,28104.533,1.617,0.006,0.001,33.885,3.49,8.641,6.443,-3.004,-0.309,16.82,1.733,11.86,1.222,17.313,1.783,0.106,1.033,272.842,0.148,0.164,0.138,0.026,0.194,0.303,0.376,0.072,0.062,0.537,0.558,0.529,Europe,Eastern Europe,202980.0,46.794,0.0002864026012415016
Belarus,2017,BLR,9707874.0,172987875328.0,2.227,0.229,59.262,56.075,0.945,1.713,5.776,0.324,0.202,6.105,0.343,0.213,3.882,0.4,59.759,6.156,0.345,74.11,4765.648,8592.107,529.846,10.118,1196.734,4020.837,2905.024,49.815,28623.031,1.606,0.006,0.001,34.649,3.569,8.795,6.585,-3.188,-0.328,17.01,1.752,12.28,1.265,17.345,1.787,0.119,1.153,277.869,0.148,0.164,0.139,0.027,0.192,0.3,0.372,0.071,0.06,0.536,0.554,0.521,Europe,Eastern Europe,202980.0,46.794,0.0002919597989949749
Belarus,2018,BLR,9695573.0,178435260416.0,2.163,0.223,62.094,58.723,2.649,4.724,6.057,0.329,0.191,6.404,0.348,0.202,3.963,0.409,63.329,6.532,0.355,76.273,4827.742,8650.831,533.809,10.125,1233.485,4017.466,2923.202,50.848,31689.998,1.722,0.006,0.001,36.751,3.79,9.098,6.885,-3.371,-0.348,17.05,1.759,12.18,1.256,18.178,1.875,0.107,1.034,307.253,0.138,0.169,0.143,0.027,0.19,0.297,0.368,0.07,0.059,0.534,0.55,0.513,Europe,Eastern Europe,202980.0,46.794,0.00030591191250369497
Belgium,1990,BEL,9959565.0,273278730240.0,2.824,0.284,120.293,118.314,13.464,12.841,11.879,0.433,0.19,12.078,0.44,0.194,41.394,4.156,154.799,15.543,0.566,134.472,9076.53,9213.025,6789.778,0.085,360.94,277.658,1788.598,2.657,62387.531,2.274,0.085,0.009,19.846,1.993,13.13,12.738,-1.979,-0.199,13.26,1.331,8.17,0.82,53.487,5.37,0.267,2.657,621.353,0.572,0.529,0.428,0.476,1.098,1.123,0.662,1.551,0.001,0.456,0.047,0.665,Europe,Western Europe,30280.0,385.9359,0.003972688243064729
Belgium,1991,BEL,9987072.0,278661955584.0,2.88,0.288,123.362,126.77,8.456,7.147,12.693,0.455,0.197,12.352,0.443,0.192,40.122,4.017,155.624,15.583,0.558,137.352,9199.893,9339.796,6829.901,0.168,382.557,281.065,1844.78,5.135,64371.195,2.307,0.084,0.008,21.617,2.164,13.587,13.194,3.408,0.341,13.35,1.337,8.1,0.811,56.181,5.625,0.248,2.478,642.88,0.567,0.531,0.453,0.466,1.076,1.107,0.657,1.53,0.002,0.461,0.047,0.662,Europe,Western Europe,30280.0,385.9359,0.004074042272126816
Belgium,1992,BEL,10016455.0,283324055552.0,3.089,0.308,122.488,124.064,-2.706,-2.135,12.386,0.438,0.193,12.229,0.432,0.191,38.118,3.806,172.42,17.214,0.609,140.441,9322.381,9463.859,6868.019,0.252,404.761,282.641,1901.397,7.512,64045.539,2.264,0.084,0.008,22.204,2.217,13.351,12.961,1.576,0.157,13.16,1.314,7.73,0.772,56.617,5.652,0.237,2.376,641.509,0.584,0.542,0.452,0.454,1.057,1.092,0.654,1.511,0.003,0.465,0.047,0.66,Europe,Western Europe,30280.0,385.9359,0.004045178335535007
